C,valid_f1,Fold
0.017670169402947963,0.5432561558002524,fold_1
50.61576888752309,0.5450010195033816,fold_1
2.465832945854912,0.5451596517402051,fold_1
0.39079671568228835,0.5481275876272936,fold_1
0.0008632008168602544,0.4979183346159394,fold_1
0.0008629132190071859,0.49794885681453654,fold_1
0.00022310108018679258,0.4614676497991592,fold_1
15.741890047456648,0.5454810132445724,fold_1
0.4042872735027334,0.5475122148962782,fold_1
1.7718847354806828,0.5458537767620872,fold_1
0.07107622001999353,0.5492436008956032,fold_1
0.059189613637840664,0.5494780301358912,fold_1
0.020322644540807618,0.5433342354203792,fold_1
0.024775604118882938,0.5445420098406405,fold_1
0.06999482335959158,0.548966326193083,fold_1
0.017670169402947963,0.545188335953799,fold_2
50.61576888752309,0.5494705036778046,fold_2
2.465832945854912,0.5521051760816353,fold_2
0.39079671568228835,0.5535236397183616,fold_2
0.0008632008168602544,0.4996962079148216,fold_2
0.0008629132190071859,0.49983680718885687,fold_2
0.00022310108018679258,0.4672944900566936,fold_2
15.741890047456648,0.5504520810196629,fold_2
0.4042872735027334,0.5534783511992551,fold_2
1.7718847354806828,0.5521525844458876,fold_2
0.07107622001999353,0.5525548595164413,fold_2
0.10085077365744721,0.5522862918304317,fold_2
0.3495881914612469,0.5538450064342022,fold_2
0.012053282859112405,0.5418620809891477,fold_2
1.9544189872884814,0.5519682192688523,fold_2
0.017670169402947963,0.5349749343540484,fold_3
50.61576888752309,0.53735134604708,fold_3
2.465832945854912,0.537985327358129,fold_3
0.39079671568228835,0.540944891606739,fold_3
0.0008632008168602544,0.49412614394728116,fold_3
0.0008629132190071859,0.49411729509480545,fold_3
0.00022310108018679258,0.4593128387480824,fold_3
15.741890047456648,0.5370992899074276,fold_3
0.4042872735027334,0.5410721267365421,fold_3
1.7718847354806828,0.5387868614157842,fold_3
0.07154217398141544,0.5419311377647071,fold_3
0.059523574442148675,0.5408230524673548,fold_3
0.028602659969493568,0.5383183074069551,fold_3
0.2912516799985896,0.5412500315374604,fold_3
0.007850400126052561,0.5303620207176805,fold_3
0.017670169402947963,0.5509083475243911,fold_4
50.61576888752309,0.5528508271826449,fold_4
2.465832945854912,0.5541114424055393,fold_4
0.39079671568228835,0.5558052348546192,fold_4
0.0008632008168602544,0.5091476302057005,fold_4
0.0008629132190071859,0.509162898231986,fold_4
0.00022310108018679258,0.47213342289573385,fold_4
15.741890047456648,0.5526155848761382,fold_4
0.4042872735027334,0.5569832338033432,fold_4
1.7718847354806828,0.5543420706733204,fold_4
0.07154217398141544,0.556282644595977,fold_4
0.059523574442148675,0.5558369474754402,fold_4
0.028602659969493568,0.5549325216238515,fold_4
0.2912516799985896,0.5569452335911202,fold_4
0.6155071362398538,0.555818818609305,fold_4
