C,valid_f1,Fold
0.017670169402947963,0.6895625507026304,fold_1
50.61576888752309,0.7082557343937176,fold_1
2.465832945854912,0.7117369514519478,fold_1
0.39079671568228835,0.7084180170161252,fold_1
0.0008632008168602544,0.6414452902863059,fold_1
0.0008629132190071859,0.6414387750147434,fold_1
0.00022310108018679258,0.6112274108654805,fold_1
15.741890047456648,0.7077875112140395,fold_1
0.4042872735027334,0.7083231857019316,fold_1
1.7718847354806828,0.7116390841099242,fold_1
0.016184239017500487,0.6890356945338423,fold_1
3.0097178252356542,0.7113303913342994,fold_1
1.5021275801396485,0.7113606846796342,fold_1
0.06982164773825257,0.7006609595585247,fold_1
7.119513587092259,0.708783655115099,fold_1
0.017670169402947963,0.6964789883890433,fold_2
50.61576888752309,0.7074301199195563,fold_2
2.465832945854912,0.711879139235787,fold_2
0.39079671568228835,0.7092817229887248,fold_2
0.0008632008168602544,0.6566804560511955,fold_2
0.0008629132190071859,0.656442580319379,fold_2
0.00022310108018679258,0.6222138747572121,fold_2
15.741890047456648,0.7102000083513891,fold_2
0.4042872735027334,0.7090155976373025,fold_2
1.7718847354806828,0.7120635287693349,fold_2
0.015877002610239218,0.6958486307468533,fold_2
3.0097178252356542,0.7110437137853884,fold_2
1.5021275801396485,0.7112995935575525,fold_2
0.06982164773825257,0.7038854312561853,fold_2
7.119513587092259,0.7103329515427399,fold_2
0.017670169402947963,0.6797151765002615,fold_3
50.61576888752309,0.6934486792334621,fold_3
2.465832945854912,0.6978812561905983,fold_3
0.39079671568228835,0.6970697380224613,fold_3
0.0008632008168602544,0.6391171914205864,fold_3
0.0008629132190071859,0.6391458869184445,fold_3
0.00022310108018679258,0.6074206624262564,fold_3
15.741890047456648,0.6956585430745041,fold_3
0.4042872735027334,0.6967544197703756,fold_3
1.7718847354806828,0.6969515719585917,fold_3
0.016184239017500487,0.6785890165546135,fold_3
0.3469991031494821,0.6976024691299988,fold_3
4.3724215659875805,0.6973398886631019,fold_3
0.06982164773825257,0.6878653138948192,fold_3
0.6926773946927764,0.6974533525093798,fold_3
0.017670169402947963,0.6975697031048466,fold_4
50.61576888752309,0.7091697173979234,fold_4
2.465832945854912,0.7111829295098613,fold_4
0.39079671568228835,0.71099666979761,fold_4
0.0008632008168602544,0.6574740197390697,fold_4
0.0008629132190071859,0.6575611923592617,fold_4
0.00022310108018679258,0.6252824330286051,fold_4
15.741890047456648,0.7111087377454447,fold_4
0.4042872735027334,0.7111390477750663,fold_4
1.7718847354806828,0.7118677957685592,fold_4
0.015877002610239218,0.6966329643482974,fold_4
3.0097178252356542,0.7110801716013092,fold_4
1.5021275801396485,0.7120647629972843,fold_4
0.11843230121433646,0.7080140984148915,fold_4
6.453106061086148,0.711288592888766,fold_4
